,winery,wine,year,rating,num_reviews,region,price,type,body,acidity,parker_score
1072,Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2019,4.4,33,Valencia,20.95,Red,4.0,3.0,
1073,Scala Dei,Heretge Priorat,2018,4.4,33,Priorato,39.99,Priorat Red,4.0,3.0,
1074,Terra Remota,Usted,2009,4.4,33,Emporda,159.8,Red,4.0,3.0,
1075,Allende,Martires Rioja,2017,4.4,33,Rioja,139.63,Rioja White,3.0,3.0,
1076,Bodegas Frontaura,Verdejo,2017,4.4,32,Toro,19.97,Verdejo,3.0,3.0,
1077,Carlos Moro,Vina Garugele,2015,4.4,32,Rioja,75.8,Rioja Red,4.0,3.0,
1078,Bodegas Luis Perez,Petit Verdot,2013,4.4,32,Andalucia,52.5,Red,4.0,3.0,
1079,Ladairo,Barrica,2018,4.4,32,Monterrei,20.95,Red,4.0,3.0,
1080,Conreria d'Scala Dei,Voltons,2017,4.4,32,Priorato,51.95,Priorat Red,4.0,3.0,
1081,Castell d'Encus,Ekam Essencia,2015,4.4,32,Costers del Segre,43.44,,,,
1082,Traslascuestas,Valcavado de Traslascuestas,2014,4.4,31,Ribera del Duero,35.48,Ribera Del Duero Red,5.0,3.0,
1083,Tobia,Oscar Tobia Gran Reserva Rioja,2014,4.4,31,Rioja,28.0,Rioja Red,4.0,3.0,
1084,Alvaro Palacios,La Baixada,2018,4.4,31,Priorato,239.5,Priorat Red,4.0,3.0,
1085,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2019,4.4,31,Rioja,60.61,Rioja Red,4.0,3.0,
1086,Lopez Cristobal,Seleccion,2012,4.4,31,Ribera del Duero,35.35,Ribera Del Duero Red,5.0,3.0,
1087,Codorniu,Cava El Tros Nou Pinot Noir,2009,4.4,30,Cava,89.9,Cava,2.0,3.0,
1088,Clos Mogador,Manyetes,2018,4.4,30,Priorato,74.56,Priorat Red,4.0,3.0,
1089,Sota els Angels,Tinto,2007,4.4,30,Emporda,33.4,Red,4.0,3.0,
1090,Berceo,Los Dominios de Berceo Prefiloxerico,2015,4.4,29,Rioja,29.25,Rioja Red,4.0,3.0,
1091,Romate,Old & Plus Amontillado,,4.4,28,Jerez Amontillado,15.84,Sherry,4.0,3.0,
1092,Toro Albala,Don PX Convento Seleccion,1968,4.4,28,Montilla-Moriles,173.0,Pedro Ximenez,5.0,1.0,
1093,Mas Blanch I Jove,Sao Expressiu,2012,4.4,28,Costers del Segre,34.5,Red,4.0,3.0,
1094,Carlos Serres,Onomastica Rioja Reserva,2014,4.4,28,Rioja,21.88,Rioja Red,4.0,3.0,
1095,La Rioja Alta,Vina Arana Gran Reserva,2015,4.4,28,Rioja,27.9,Rioja Red,4.0,3.0,
1096,Anayon,Carinena Parcela 15 Vinas Viejas,2017,4.4,28,Carinena,54.9,Red,4.0,3.0,
1097,David Moreno,Vobiscum,2015,4.4,28,Rioja,31.99,Rioja Red,4.0,3.0,
1098,Vina Pedrosa,La Navilla,2017,4.4,27,Ribera del Duero,24.9,Ribera Del Duero Red,5.0,3.0,
1099,Edra,Merlot - Syrah,2016,4.4,27,Ribera del Gallego-Cinco Villas,11.5,Red,4.0,3.0,
1100,Bodega Numanthia,Termanthia,2000,4.4,27,Toro,140.0,Toro Red,5.0,3.0,
1101,Gutierrez de la Vega,Casta Diva Cosecha Miel Moscatel Dulce,2018,4.4,27,Alicante,15.5,,,,
1102,Marques de Riscal,Baron de Chirel Rioja Reserva,2017,4.4,27,Rioja,95.0,Rioja Red,4.0,3.0,
1103,Valdelosfrailes,Pago de Las Costanas,2005,4.4,27,Castilla y Leon,40.2,Tempranillo,4.0,2.0,
1104,Remirez de Ganuza,Rioja Blanco,2019,4.4,27,Rioja,26.45,Rioja White,3.0,3.0,
1105,Briego,Vendimia Seleccionada,2020,4.4,27,Ribera del Duero,7.9,Ribera Del Duero Red,5.0,3.0,
1106,Guillem Carol - Cellers Carol Valles,Cava Gran Reserva Familiar Millenium Brut,2011,4.4,27,Cava,29.95,Cava,2.0,3.0,
1107,Barahonda,Zona Zepa Monastrell,2015,4.4,26,Yecla,59.9,Monastrell,5.0,3.0,
1108,Abadia Retuerta,Petit Verdot,2016,4.4,26,Sardon de Duero,115.9,Red,4.0,3.0,
1109,Tobia,Alma Tobia Blanco,2016,4.4,26,Rioja,33.0,Rioja White,3.0,3.0,
1110,Vina Pomal,Reserva,1970,4.4,25,Rioja,72.0,Rioja Red,4.0,3.0,
1111,Particular,Garnacha Vinas Centenarias,2015,4.4,25,Carinena,13.95,Grenache,5.0,3.0,
1112,Bodegas Frontonio,El Jardin de las Iguales Vinedo Historico Garnacha,2016,4.4,25,Aragon,195.99,Grenache,5.0,3.0,
1113,Bodegas Asenjo & Manso,Silvanus Edicion Limitada Ribera del Duero,2015,4.4,25,Ribera del Duero,46.0,Ribera Del Duero Red,5.0,3.0,
1114,La Rioja Alta,Vina Ardanza Reserva,2009,4.3,10273,Rioja,24.38,Rioja Red,4.0,3.0,
1115,La Rioja Alta,Vina Ardanza Reserva,2012,4.3,9092,Rioja,20.0,Rioja Red,4.0,3.0,
1116,Familia Torres,San Valentin Parellada,2019,4.3,7401,Cataluna,6.95,,,,
1117,Abadia Retuerta,Seleccion Especial,2016,4.3,7293,Sardon de Duero,17.48,Red,4.0,3.0,
1118,R. Lopez de Heredia,Vina Tondonia Reserva,2008,4.3,6521,Rioja,37.9,Rioja Red,4.0,3.0,
1119,Pintia,Toro,2010,4.3,6345,Toro,79.75,Toro Red,5.0,3.0,
1120,Abadia Retuerta,Seleccion Especial,2015,4.3,5152,Sardon de Duero,24.95,Red,4.0,3.0,
1121,La Rioja Alta,Rioja Gran Reserva 904,2004,4.3,4994,Rioja,29.9,Rioja Red,4.0,3.0,
1122,Dominio de Pingus,PSI,2018,4.3,4767,Ribera del Duero,29.13,Ribera Del Duero Red,5.0,3.0,
1123,Dominio de Pingus,PSI,2017,4.3,4457,Ribera del Duero,33.9,Ribera Del Duero Red,5.0,3.0,
1124,Muga,Seleccion Especial (Reserva),2015,4.3,4266,Rioja,28.0,Rioja Red,4.0,3.0,
1125,Pago de Carraovejas,Tinto,2012,4.3,4023,Ribera del Duero,25.8,Ribera Del Duero Red,,,
1126,Emilio Moro,Malleolus,2016,4.3,3997,Ribera del Duero,37.86,Ribera Del Duero Red,,,
1127,Muga,Seleccion Especial (Reserva),2014,4.3,3829,Rioja,34.0,Rioja Red,,,
1128,Matarromera,Ribera del Duero Reserva,2014,4.3,3660,Ribera del Duero,33.64,Ribera Del Duero Red,,,
1129,Matarromera,Ribera del Duero Reserva,2015,4.3,3620,Ribera del Duero,36.35,Ribera Del Duero Red,,,
1130,Muga,Prado Enea Gran Reserva,2006,4.3,3608,Rioja,35.5,Rioja Red,,,
1131,Bodegas Mauro,Red,2017,4.3,3587,Castilla y Leon,66.75,Red,,,
1132,Arzuaga,Ribera del Duero Crianza,2018,4.3,3524,Ribera del Duero,19.01,Ribera Del Duero Red,,,
1133,Hacienda Monasterio,Cosecha,2014,4.3,2990,Ribera del Duero,75.9,Ribera Del Duero Red,,,
1134,Emilio Moro,Malleolus,2017,4.3,2936,Ribera del Duero,38.05,Ribera Del Duero Red,,,
1135,Muga,Prado Enea Gran Reserva,2009,4.3,2923,Rioja,40.4,Rioja Red,,,
1136,Familia Torres,Mas La Plana Cabernet Sauvignon,2013,4.3,2911,Penedes,63.33,Cabernet Sauvignon,,,
1137,Aalto,Tinto,2012,4.3,2844,Ribera del Duero,26.9,Ribera Del Duero Red,,,
1138,Hacienda Monasterio,Cosecha,2015,4.3,2783,Ribera del Duero,34.95,Ribera Del Duero Red,,,
1139,Pago de Los Capellanes,Crianza Tinto,2018,4.3,2705,Ribera del Duero,24.5,Ribera Del Duero Red,,,
1140,Pintia,Toro,2007,4.3,2575,Toro,93.5,Toro Red,,,
1141,Bodega Numanthia,Numanthia,2012,4.3,2453,Toro,99.9,Toro Red,,,
1142,R. Lopez de Heredia,Vina Tondonia Reserva,2009,4.3,2423,Rioja,35.09,Rioja Red,,,
1143,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2014,4.3,2341,Rioja,36.8,Rioja Red,,,
1144,Pago de Los Capellanes,Reserva Tinto,2015,4.3,2295,Ribera del Duero,80.35,Ribera Del Duero Red,,,
1145,Bodega Numanthia,Numanthia,2014,4.3,2241,Toro,46.0,Toro Red,,,
1146,Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2015,4.3,2241,Rioja,50.41,Rioja Red,,,
1147,Pintia,Toro,2009,4.3,2062,Toro,150.0,Toro Red,,,
1148,Matsu,El Viejo,2016,4.3,2013,Toro,33.95,Toro Red,,,
1149,Pago de Los Capellanes,Reserva Tinto,2014,4.3,1924,Ribera del Duero,48.6377226796774,Ribera Del Duero Red,,,
1150,Tomas Postigo,3er Ano Ribera del Duero Tinto,2016,4.3,1914,Ribera del Duero,27.29,Ribera Del Duero Red,5.0,3.0,
1151,Aalto,Tinto,2016,4.3,1884,Ribera del Duero,65.9,Ribera Del Duero Red,5.0,3.0,
1152,Bodegas San Roman,Tinto,2015,4.3,1846,Toro,33.66,Toro Red,5.0,3.0,
1153,Bodegas San Roman,Tinto,2012,4.3,1824,Toro,190.0,Toro Red,5.0,3.0,
1154,Familia Torres,Mas La Plana Cabernet Sauvignon,2015,4.3,1797,Penedes,55.0,Cabernet Sauvignon,4.0,3.0,
1155,Bodegas San Roman,Tinto,2016,4.3,1749,Toro,26.9,Toro Red,5.0,3.0,
1156,Bodega Numanthia,Numanthia,2015,4.3,1743,Toro,36.9,Toro Red,5.0,3.0,
1157,Bodegas Valduero,Ribera del Duero Una Cepa I,2015,4.3,1645,Ribera del Duero,25.95,Ribera Del Duero Red,5.0,3.0,
1158,Pago de Los Capellanes,Reserva Tinto,2016,4.3,1638,Ribera del Duero,34.5,Ribera Del Duero Red,5.0,3.0,
1159,Imperial,Rioja Gran Reserva,2012,4.3,1615,Rioja,47.9,Rioja Red,4.0,3.0,
1160,Alto Moncayo,Garnacha,2014,4.3,1544,Campo de Borja,36.94,Grenache,5.0,3.0,
1161,La Rioja Alta,Rioja Gran Reserva 904,1998,4.3,1528,Rioja,75.0,Rioja Red,4.0,3.0,
1162,La Rioja Alta,Vina Arana Gran Reserva,2014,4.3,1525,Rioja,24.9,Rioja Red,4.0,3.0,
1163,Remirez de Ganuza,Rioja Reserva,2006,4.3,1493,Rioja,58.0,Rioja Red,4.0,3.0,
1164,La Rioja Alta,Vina Arana Gran Reserva,2012,4.3,1471,Rioja,32.55,Rioja Red,4.0,3.0,
1165,Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2018,4.3,1465,Ribera del Duero,26.9,Ribera Del Duero Red,5.0,3.0,
1166,Gonzalez-Byass,Matusalem Sherry VORS,,4.3,1452,Jerez Oloroso,63.34,Sherry,4.0,3.0,
1167,Marques de Vargas,Reserva Privada Rioja,2014,4.3,1367,Rioja,37.9,Rioja Red,4.0,3.0,
1168,Bodegas Valduero,Ribera del Duero Una Cepa I,2014,4.3,1362,Ribera del Duero,46.95,Ribera Del Duero Red,5.0,3.0,
1169,Bodegas Roda,Roda I Reserva Rioja,2008,4.3,1330,Rioja,39.22,Rioja Red,4.0,3.0,
1170,Luis Canas,Reserva Seleccion de la Familia,2016,4.3,1282,Rioja,18.5,Rioja Red,4.0,3.0,
1171,Gonzalez-Byass,Apostoles 30 Years Old Sherry,,4.3,1247,Jerez Palo Cortado,74.0,Sherry,4.0,3.0,
1172,Vinicola Real,200 Monges Rioja Reserva,2010,4.3,1230,Rioja,35.0,Rioja Red,4.0,3.0,
1173,Tinto Pesquera,Reserva,2016,4.3,1230,Ribera del Duero,26.7597646010531,Ribera Del Duero Red,5.0,3.0,
1174,Belondrade,Belondrade y Lurton,2015,4.3,1230,Rueda,32.7,Verdejo,3.0,3.0,
1175,Ossian,Vinas Viejas Verdejo,2016,4.3,1181,Castilla y Leon,49.0,Verdejo,3.0,3.0,
1176,Teso La Monja,Victorino,2014,4.3,1178,Toro,38.0,Toro Red,5.0,3.0,
1177,Garmon,Ribera del Duero,2016,4.3,1119,Ribera del Duero,33.59,Ribera Del Duero Red,5.0,3.0,
1178,Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2011,4.3,1118,Rioja,94.95,Rioja Red,4.0,3.0,
1179,Marques de Caceres,Gaudium,2012,4.3,1116,Rioja,36.91,Rioja Red,4.0,3.0,
1180,Volver,Triga,2014,4.3,1114,Alicante,30.67,Red,4.0,3.0,
1181,Vinedos de Paganos,El Puntido,2014,4.3,1067,Rioja,86.15,Rioja Red,4.0,3.0,
1182,Williams & Humbert,Don Guido Pedro Ximenez Solera Especial Aged 20 Years,,4.3,1057,Jerez-Xeres-Sherry,32.9,Pedro Ximenez,5.0,1.0,
1183,Luis Canas,Reserva Seleccion de la Familia,2014,4.3,1022,Rioja,17.07,Rioja Red,4.0,3.0,
1184,Pago de Los Capellanes,Crianza Tinto,2019,4.3,1011,Ribera del Duero,19.45,Ribera Del Duero Red,5.0,3.0,
1185,Marques de Riscal,Rioja Gran Reserva,2013,4.3,995,Rioja,39.9,Rioja Red,4.0,3.0,
1186,Tresmano - Tr3smano,Vendimia,2016,4.3,930,Ribera del Duero,28.65,Ribera Del Duero Red,5.0,3.0,
1187,Vinedos de Paganos,El Puntido,2015,4.3,929,Rioja,33.82,Rioja Red,4.0,3.0,
1188,Marques de Murrieta,Dalmau Rioja,2012,4.3,916,Rioja,67.95,Rioja Red,4.0,3.0,
1189,Marques de Murrieta,Dalmau Rioja,2013,4.3,912,Rioja,60.95,Rioja Red,4.0,3.0,
