winery,wine,year,rating,num_review,country,region,price,type,body,acidity
Parés Baltà,Penedès Ros De Pacs,2021,"3,6",11,España,Penedès,"7,95",Vino rosado,,
Pasión,Bobal,2020,"3,9",95,España,Utiel-Requena,"7,95",Vino tinto,,
Calderona,Crianza,2014,"4,1",14,España,Cigales,"7,95",Vino tinto,,
Pago de Cirsus,Rosé Gran Cuvée Especial,2020,"4,0",39,España,Navarra,"7,95",Vino rosado,,
Puerta Vieja,Reserva,2017,"3,7",79,España,Rioja,"7,95",Vino tinto,,
Carlos Ruben,Vida Libre Blanco,2018,"3,8",78,España,Vino de España,"7,95",Vino blanco,,
César Principe,13 Cántaros Nicolás,2018,"3,8",158,España,Cigales,"7,95",Vino tinto,,
Vinyes dels Aspres,Oriol dels Aspres Rosat,2019,"3,8",18,España,Empordà,"7,95",Vino rosado,,
Raices,Las Pizarras Fabla #506 Garnacha - Syrah,2020,"3,9",32,España,Calatayud,"7,95",Vino tinto,,
Altanza,Alma Bohemia Rosé,2021,"3,7",12,España,Rioja,"7,95",Vino rosado,,
Vinos Divertidos,Cojón de Gato Gewürztraminer,2020,"3,7",20,España,Somontano,"7,95",Vino blanco,,
Monasterio de Las Vinas,Gran Reserva,2012,"3,7",165,España,Cariñena,"7,95",Vino tinto,,
Bodegas y Viñedos del Jalón,Las Pizarras Collection Fabla,2016,"3,7",13,España,Calatayud,"7,95",Vino tinto,,
Miquel Pons,77 Veremes Xarel-lo Fermentat en Barrica,2021,"3,9",18,España,Penedès,"7,95",Vino blanco,,
Baron de Ley,Rosado de Lágrima,2021,"4,1",36,España,Rioja,"7,95",Vino rosado,,
Monte Real,Crianza,2019,"3,7",57,España,Rioja,"7,95",Vino tinto,,
Balmoral,Maravides Chardonnay,2019,"3,7",29,España,Castilla,"7,95",Vino blanco,,
Valdesil,Valderroa Mencia,2017,"3,6",130,España,Valdeorras,"7,95",Vino tinto,,
Adhuc Tempus,Roble,2020,"3,8",32,España,Ribera del Duero,"7,95",Vino tinto,,
Signat,Cava Brut Nature,8238,"3,6",128,España,Cava,"7,95",Vino espumoso,,
Monteabellon,Ribera del Duero 5 Meses en Barrica,2019,"3,7",105,España,Ribera del Duero,"7,95",Vino tinto,,
Ederra,Roble,2020,"3,6",10,España,Ribera del Duero,"7,95",Vino tinto,,
Altanza,Alma Bohemia Rosé,2020,"4,1",44,España,Rioja,"7,95",Vino rosado,,
Vinos Divertidos,Camino a Pardos Garnacha Viñas Viejas 40 Old Vines,2020,"4,0",29,España,Calatayud,"7,95",Vino tinto,,
Campillo,Rosado Rioja,2020,"3,6",69,España,Rioja,"7,95",Vino rosado,,
Sospechoso,Tinto,2019,"3,6",62,España,Castilla,"7,95",Vino tinto,,
I Tant,Garnatxa Negra,2021,"3,6",61,España,Montsant,"7,95",Vino tinto,,
Miquel Pons,77 Veremes Negre,2020,"3,7",10,España,Penedès,"7,95",Vino tinto,,
Viña Pomal,Reserva,2014,"3,8",1706,España,Rioja,"7,95",Vino tinto,,
Sospechoso,Tinto,2018,"3,6",90,España,Castilla,"7,95",Vino tinto,,
Pago del Cielo,Celeste Verdejo,2019,"3,7",418,España,Rueda,"7,95",Vino blanco,,
Pago del Cielo,Celeste Roble,2021,"3,8",246,España,Ribera del Duero,"7,95",Vino tinto,,
Viña Albina,Reserva,2017,"3,7",543,España,Rioja,"7,95",Vino tinto,,
Huguet de Can Feixes,Blanc Selecció,2021,"3,9",47,España,Penedès,"7,95",Vino blanco,,
Blanco Nieva,Sauvignon Blanc,2021,"3,8",16,España,Rueda,"7,95",Vino blanco,,
Sandeman,Medium Sweet,3602,"3,8",592,España,Jerez-Xérès-Sherry,"7,95",Vino fortificado,,
Alfredo Maestro,Almate,2019,"3,7",74,España,Castilla y León,"7,95",Vino tinto,,
Castillo Perelada,Inspirador Blanco,2019,"3,9",71,España,Empordà,"7,95",Vino blanco,,
Barahonda,Crianza,2018,"4,0",30,España,Yecla,"7,95",Vino tinto,,
Menade,Verdejo,2021,"3,9",117,España,Castilla y León,"7,95",Vino blanco,,
Bodegas Olmedilla,La Besana Variedad Cencibel Roble,2019,"4,0",14,España,Castilla,"7,95",Vino tinto,,
Terrai,OVG Old Vine Garnacha,2020,"3,7",103,España,Cariñena,"7,96",Vino tinto,,
Lustau,Viña 25 Pedro Ximénez,3613,"4,1",742,España,Jerez-Xérès-Sherry,"7,97",Vino fortificado,,
Massaluca,Garnatxa Blanca - Macabeu,2021,"3,8",44,España,Terra Alta,"7,98",Vino blanco,,
Emendis,Cava Imum Brut Nature Reserva,2892,"3,6",207,España,Cava,"7,98",Vino espumoso,,
Peique,Godello,2021,"3,6",12,España,Bierzo,"7,98",Vino blanco,,
Nebla,Tempranillo Roble,2020,"3,6",109,España,Ribera del Duero,"7,99",Vino tinto,,
Domènech.Vidal,Masia Freyé Xarel-lo - Chardonnay,2021,"3,7",11,España,Cataluña,"7,99",Vino blanco,,
Naveran,Cava Perles d'Or,2017,"3,8",22,España,Cava,"7,99",Vino espumoso,,
Casa Castillo,Monastrell,2020,"3,8",96,España,Jumilla,"7,99",Vino tinto,,
Allegranza,Gran Allegranza,2020,"4,0",51,España,Alicante,,Vino tinto,,
Anna de Codorniu,Brut Rosé (Pink),4700,"3,6",2858,España,Cava,"7,99",Vino espumoso,,
Peces de Ciudad,Tempranillo,2017,"4,0",16,España,Rioja,"7,99",Vino tinto,,
Sinforiano,Quelías Rosé,2021,"4,1",67,España,Cigales,,Vino rosado,,
Marqués de Riscal,Blanco (Verdejo),2020,"3,8",3068,España,Rueda,"7,99",Vino blanco,,
Ilurce,Angel Garnacha Rioja,2019,"4,0",172,España,Rioja,,Vino tinto,,
De Moya,María,2018,"4,0",145,España,Valencia,,Vino tinto,,
Berceo,Reserva,2014,"3,8",52,España,Rioja,"7,99",Vino tinto,,
Terra d'Uro,Finca La Rana,2019,"4,1",60,España,Toro,,Vino tinto,,
Torremorón,Crianza,2018,"4,0",11,España,Ribera del Duero,8,Vino tinto,,
Celler Xavier Clua,Mas d'en Pol Red,2019,"3,7",22,España,Terra Alta,8,Vino tinto,,
Oriol Rossell,Virolet Xarel-lo,2019,"3,9",12,España,Penedès,8,Vino blanco,,
Vinedos Escudero,Solar de Becquer Crianza,2016,"3,8",90,España,Rioja,8,Vino tinto,,
Fabregas,Mingua Chardonnay - Garnacha,2020,"3,8",10,España,Somontano,8,Vino blanco,,
Rejadorada,Tinto Roble,2019,"3,7",176,España,Toro,8,Vino tinto,,
Luis Caballero,Lerchundi Moscatel de Chipiona,7725,"3,9",113,España,Jerez-Xérès-Sherry,8,Vino fortificado,,
Freixenet,Cuvée Especial Ice Rosé,8138,"3,8",1738,España,Cava,8,Vino espumoso,,
Melonera,La Encina del Inglés Blanco,2020,"3,7",24,España,Sierras de Málaga,"8,02",Vino blanco,,
Torre de Oña,Finca San Martin Rioja Crianza,2017,"3,8",1395,España,Rioja,"8,03",Vino tinto,,
Viña Pomal,Garnacha - Viura Rosé,2020,"3,6",17,España,Rioja,"8,05",Vino rosado,,
Dehesa del Carrizal,MV,2017,"3,8",238,España,Dehesa del Carrizal,"8,07",Vino tinto,,
Lustau,Jerez-Xérès-Sherry Río Viejo Oloroso Seco Dry,9568,"3,7",497,España,Jerez Oloroso,"8,09",Vino fortificado,,
Olave,Vermouth Rojo,1703,"3,9",89,España,Cataluña,"8,10",Vino fortificado,,
Bodegas Valdelana,Barón Ladrón de Guevara Cosecha,2020,"4,0",32,España,Rioja,"8,10",Vino tinto,,
Fariña,Lágrima,2018,"3,9",211,España,Toro,"8,10",Vino tinto,,
Pradorey,Blanco,2019,"3,9",350,España,Castilla y León,"8,10",Vino blanco,,
Espelt,ViDiví,2019,"3,9",61,España,Empordà,"8,10",Vino tinto,,
Muga,Muga Rosado,2021,"3,9",308,España,Rioja,,Vino rosado,,
Bodega Pirineos,Señorío de Lazán Crianza,2017,"3,9",295,España,Somontano,"8,10",Vino tinto,,
Martin Berdugo,Verdejo,2018,"3,7",24,España,Rueda,"8,10",Vino blanco,,
Vinos del Paseante,La Charla Verdejo,2020,"3,8",84,España,Rueda,"8,10",Vino blanco,,
Naia,Naia,2021,"4,0",72,España,Rueda,"8,10",Vino blanco,,
Olave,Vermouth Blanco,1702,"3,8",13,España,Cataluña,"8,10",Vino fortificado,,
Juvé & Camps,Pinot Noir Penedès Ermita D'Espiells Rosé,2020,"3,6",15,España,Penedès,"8,15",Vino rosado,,
Enate,Cabernet Sauvignon Rosado,2021,"4,0",107,España,Somontano,"8,15",Vino rosado,,
Clos Montblanc,Xipella Tinto,2017,"3,9",14,España,Conca de Barberà,"8,15",Vino tinto,,
Valderiz,Sitio de Valdehermoso,2020,"3,8",311,España,Ribera del Duero,"8,15",Vino tinto,,
Bodega Sommos,Varietales Blanco,2020,"3,9",128,España,Somontano,"8,15",Vino blanco,,
Tomàs Cusiné,Llebre,2019,"3,7",236,España,Costers del Segre,"8,15",Vino tinto,,
Bodegas Quinta de Aves,Sauvignon Blanc - Moscatel GM,2020,"3,9",12,España,Castilla,"8,15",Vino blanco,,
Bodegas Quinta de Aves,Chardonnay,2021,"3,9",20,España,La Mancha,"8,15",Vino blanco,,
Alvear,Palacio Quemado Vendimia Seleccionada,2019,"3,6",65,España,Extremadura,"8,16",Vino tinto,,
Matsu,El Picaro,2020,"3,8",3513,España,Toro,"8,17",Vino tinto,,
Bodegas Tionio,Austum Verdejo,2021,"3,6",13,España,Rueda,"8,17",Vino blanco,,
Rigau Ros,Reserva,2015,"4,0",108,España,Empordà,"8,17",Vino tinto,,
Martinez Lacuesta,Tempranillo Blanco,2020,"3,7",20,España,Rioja,"8,20",Vino blanco,,
Bodegas Tionio,Austum Verdejo,2020,"3,7",66,España,Rueda,"8,20",Vino blanco,,
Hermanos Lurton,Sauvignon Blanc,2021,"4,1",29,España,Rueda,"8,20",Vino blanco,,
Bodegas Exopto,Bozeto de Exopto Tinto,2020,"4,0",206,España,Rioja,"8,20",Vino tinto,,
Bodegas Exopto,Bozeto de Exopto Tinto,2021,"3,7",67,España,Rioja,"8,20",Vino tinto,,
Dehesa del Carrizal,MV,2018,"3,6",90,España,Dehesa del Carrizal,"8,20",Vino tinto,,
Viñas del Vero,Pinot Noir Rosado,2020,"4,0",61,España,Somontano,"8,20",Vino rosado,,
Viña Pomal,Viura - Malvasia,2020,"3,6",65,España,Rioja,"8,20",Vino blanco,,
Casa Gran del Siurana,GR-171 Garnatxa Blanca,2020,"3,7",28,España,Terra Alta,"8,20",Vino blanco,,
Proyecto Garnachas de España,La Garnacha Salvaje del Moncayo,2018,"3,7",810,España,Aragón,"8,20",Vino tinto,,
Dehesa de Luna,Orígenes,2018,"3,9",211,España,Castilla y León,"8,20",Vino tinto,,
Celler Frisach,L'Abrunet Rosado,2019,"3,8",17,España,Terra Alta,"8,20",Vino rosado,,
Finca Antigua,Moscatel Naturalmente Dulce,2019,"4,1",73,España,La Mancha,"8,20",Vino de postre,,
Viñas del Vero,Chardonnay Somontano,2020,"3,7",395,España,Somontano,"8,20",Vino blanco,,
Lagar Da Condesa,O Fillo da Condesa Albariño,2021,"3,7",38,España,Rías Baixas,"8,20",Vino blanco,,
Singulares,El Veïnat Garnatxa Montsant,2019,"3,8",194,España,Montsant,"8,20",Vino tinto,,
Casa Gran del Siurana,GR-171 Garnatxa Blanca,2019,"3,9",92,España,Terra Alta,"8,20",Vino blanco,,
Tarsus,Ribera del Duero Roble,2020,"3,6",63,España,Ribera del Duero,"8,20",Vino tinto,,
Ramón Bilbao,Crianza Rioja,2018,"3,9",6691,España,Rioja,"8,20",Vino tinto,,
Marqués de Riscal,Blanco (Verdejo),2021,"4,0",1357,España,Rueda,"8,20",Vino blanco,,
Monteabellon,A Cappela Crianza,2017,"3,9",32,España,Ribera del Duero,"8,22",Vino tinto,,
Mas Llunes,Cercivm,2019,"3,7",71,España,Empordà,"8,22",Vino tinto,,
Domènech.Vidal,Freyé Syrah - Sumoll,2021,"3,7",10,España,Penedès,"8,24",Vino rosado,,
Protos,Roble,2020,"3,8",1912,España,Ribera del Duero,"8,24",Vino tinto,,
Huerta de Albala,Barbazul Tinto,2020,"3,8",35,España,Cádiz,"8,24",Vino tinto,,
Rodríguez de Vera,Jumenta,2018,"3,6",100,España,Castilla,"8,25",Vino tinto,,
Cune (CVNE),Roble,2020,"3,6",110,España,Ribera del Duero,"8,25",Vino tinto,,
Gallina de Piel,Mimetic,2018,"3,8",244,España,Calatayud,"8,25",Vino tinto,,
La Bicicleta Voladora,Tinto,2020,"3,7",79,España,Rioja,"8,25",Vino tinto,,
Celler de Capçanes,Mas Collet Selecció,2020,"4,0",29,España,Montsant,"8,25",Vino tinto,,
Bàrbara Forés,Blanc,2020,"3,7",37,España,Terra Alta,"8,25",Vino blanco,,
Viñedos y Bodegas Muñoz,Barrel Aged,2017,"3,8",20,España,Castilla,"8,25",Vino tinto,,
Viñedos Hermanos Hernáiz,Finca La Emperatriz El Jardín de La Emperatriz Blanco,2021,"3,6",13,España,Rioja Alta,"8,25",Vino blanco,,
Casa Rojo,La Gabacha Sauvignon Blanc,2020,"3,8",249,España,Rueda,"8,25",Vino blanco,,
Freixenet,Ice Cuvée Especial,3712,"3,7",4188,España,Cava,"8,25",Vino espumoso,,
Gonzalez-Byass,La Copa Vermouth,8838,"4,0",158,España,Jerez-Xérès-Sherry,"8,25",Vino fortificado,,
Bodegas Valdemar,Conde de Valdemar Crianza,2018,"3,7",15,España,Rioja,"8,25",Vino tinto,,
Bodegas Valdemar,Conde de Valdemar Crianza,2018,"3,7",15,España,Rioja,"8,25",Vino tinto,,
Celler Piñol,Portal Blanc (Nuestra Señora),2016,"3,7",193,España,Tarragona,"8,25",Vino blanco,,
Primitivo Collantes,Fino Arroyuelo,7526,"3,7",135,España,Manzanilla,"8,25",Vino fortificado,,
Callejuela,Blanco de Hornillos Blanco,2021,"3,7",12,España,Andalucía,"8,25",Vino blanco,,
Albet i Noya,Curiosa Rosat,2020,"3,8",35,España,Penedès,"8,25",Vino rosado,,
Vinos Sanz,Verdejo,2020,"3,7",21,España,Rueda,"8,25",Vino blanco,,
Dehesa La Granja,Tinto,2018,"3,8",155,España,Castilla y León,"8,25",Vino tinto,,
Martinez Lacuesta,Rioja Crianza,2018,"3,8",209,España,Rioja,"8,25",Vino tinto,,
Rosario Vera,Amona Tempranillo,2020,"3,7",22,España,Rioja Alavesa,"8,25",Vino tinto,,
Bodegas Aragonesas,Coto de Hayas Viñas del Cierzo,2014,"3,7",94,España,Campo de Borja,"8,25",Vino tinto,,
Huerta de Albala,Barbazul Blanco,2021,"3,8",37,España,Cádiz,"8,25",Vino blanco,,
Valtravieso,Finca Santa Maria,2020,"3,8",387,España,Ribera del Duero,"8,25",Vino tinto,,
Familia Torres,Floralis Moscatel Oro,8154,"3,8",6528,España,Penedès,"8,25",Vino de postre,,
Condes de Albarei,Albariño,2020,"3,7",56,España,Rías Baixas,"8,25",Vino blanco,,
Oliveda,La Bēstia Negra,2020,"3,9",20,España,Empordà,"8,26",Vino tinto,,
Marqués de Griñon,Blanco (Verdejo),2020,"3,7",71,España,Rueda,"8,26",Vino blanco,,
Raimat,Ventada Garnatxa Blanca,2021,"3,6",12,España,Cataluña,"8,28",Vino blanco,,
Familia Torres,Atrium Chardonnay,2021,"3,8",41,España,Penedès,"8,28",Vino blanco,,
Enate,Cabernet Sauvignon Rosado,2020,"3,8",260,España,Somontano,"8,29",Vino rosado,,
Martinez Corta,Crianza,2018,"3,7",27,España,Rioja,"8,30",Vino tinto,,
Ferré I Catasús,La Caperucita Verde Blanco,2020,"3,7",16,España,Rueda,"8,30",Vino blanco,,
Señorío de Sarria,Vinedo Sotes Crianza,2014,"3,6",45,España,Navarra,"8,30",Vino tinto,,
Varietal 500,Cau del Roig,2020,"3,9",13,España,Penedès,"8,30",Vino tinto,,
Bodegas Aragonesas,Coto de Hayas Viñas del Cierzo,2016,"3,6",36,España,Campo de Borja,"8,30",Vino tinto,,
Luberri,Seis de Luberri Rioja,2018,"3,7",174,España,Rioja,"8,30",Vino tinto,,
Marqués de Vizhoja,Torre la Moreira Albariño,2021,"3,9",358,España,Rías Baixas,"8,30",Vino blanco,,
Bodega Sommos,Varietales Tinto,2019,"3,9",281,España,Somontano,"8,30",Vino tinto,,
Bodega Otazu,Otazu Chardonnay,2020,"3,8",298,España,Otazu,"8,30",Vino blanco,,
Bodegas Frontonio,Botijo Rojo Garnacha Tinta,2020,"3,6",206,España,Valdejalón,"8,30",Vino tinto,,
Lagar de Moha,Antigona Tempranillo Ecológico,2020,"3,8",17,España,Castilla y León,"8,30",Vino tinto,,
Azpilicueta,Crianza,2018,"3,7",130,España,Rioja,"8,31",Vino tinto,,
Gallina de Piel,Mimetic,2020,"3,7",154,España,Calatayud,"8,32",Vino tinto,,
Eccoci,Montrodó Blanc,2021,"3,7",15,España,Cataluña,"8,35",Vino blanco,,
Cérvoles,Colors Blanc,2021,"3,7",35,España,Costers del Segre,"8,35",Vino blanco,,
Abad,Gotín del Risc Mencía,2019,"3,7",11,España,Bierzo,"8,35",Vino tinto,,
Parés Baltà,Penedès Parellada Honeymoon,2021,"4,1",113,España,Penedès,"8,35",Vino blanco,,
Arzuaga,La Planta,2020,"3,8",1321,España,Ribera del Duero,"8,35",Vino tinto,,
Marqués de Cáceres,Rioja Crianza,2017,"3,7",7443,España,Rioja,"8,35",Vino tinto,,
Bodega Pirineos,Principio Moristel,2019,"3,9",184,España,Somontano,"8,36",Vino tinto,,
Teso La Monja,Románico,2019,"3,8",349,España,Toro,"8,37",Vino tinto,,
Bodegas Javier San Pedro Ortega,Viuda Negra Crianza,2019,"4,0",80,España,Rioja,"8,38",Vino tinto,,
Solar Viejo,Orube Crianza,2017,"4,0",930,España,Rioja,"8,39",Vino tinto,,
Vetus,Flor de Vetus,2018,"4,0",436,España,Toro,"8,39",Vino tinto,,
Bodegas Vallobera,Crianza Rioja,2018,"3,7",422,España,Rioja,"8,40",Vino tinto,,
Ca Sa Padrina,Montnegre,2019,"3,8",55,España,Binissalem-Mallorca,"8,40",Vino tinto,,
Mas Llunes,Cercivm,2018,"3,9",249,España,Empordà,"8,40",Vino tinto,,
César Principe,13 Cántaros Nicolás,2019,"3,8",28,España,Cigales,"8,40",Vino tinto,,
Cala Marquesa,Garnacha Blanca,2020,"3,8",18,España,Empordà,"8,40",Vino blanco,,
La Dansada,Garnatxa Blanca,2020,"3,8",15,España,Terra Alta,"8,40",Vino blanco,,
Mas Comtal,Negre d'Anyada,2019,"3,7",10,España,Cataluña,"8,40",Vino tinto,,
